Date,Out_temp,Room,In_temp,Cor_fac,Typ_wea
5/4/1993,58,6,68,yes,CLOUDY
5/4/1993,58,7,70.5,yes,CLOUDY
5/4/1993,58,8,70,yes,CLOUDY
5/4/1993,58,9,67,yes,CLOUDY
5/4/1993,58,10,70.5,yes,CLOUDY
5/4/1993,58,11,64.5,yes,CLOUDY
5/4/1993,58,12,71,yes,CLOUDY
5/4/1993,58,13,71,yes,CLOUDY
5/4/1993,58,14,71.5,yes,CLOUDY
5/4/1993,58,15,71,yes,CLOUDY
5/4/1993,58,16,70.5,yes,CLOUDY
5/4/1993,58,17,68.5,yes,CLOUDY
5/4/1993,58,18,68.5,yes,CLOUDY
5/4/1993,58,19,69.5,yes,CLOUDY
5/4/1993,58,20,69.5,yes,CLOUDY
5/4/1993,58,21,70.5,yes,CLOUDY
